dataset,classifier,metric,author,value_name,value
bank,perceptron,f1,rafael-leonardo,v7,0.7437734508
bank,svm,acc,rafael-leonardo,v7,0.6127174242
bank,svm,f1,rafael-leonardo,v7,0.7896282088
bank,bayes,acc,rafael-leonardo,v7,0.6331360757
bank,bayes,f1,rafael-leonardo,v7,0.6565673577
bank,knn,acc,rafael-leonardo,v7,0.8264531073
bank,knn,f1,rafael-leonardo,v7,0.6230988958
bank,tree,acc,rafael-leonardo,v7,0.6405037794
bank,tree,f1,rafael-leonardo,v7,0.5363719956
Rice,perceptron,acc,rafael-scarpelli,v7,0.6666666667
Rice,perceptron,f1,rafael-scarpelli,v7,0.5555555556
Rice,svm,acc,rafael-scarpelli,v7,1.0
Rice,svm,f1,rafael-scarpelli,v7,1.0
Rice,bayes,acc,rafael-scarpelli,v7,0.9333333333
Rice,bayes,f1,rafael-scarpelli,v7,0.9326599327
Rice,knn,acc,rafael-scarpelli,v7,0.9666666667
Rice,knn,f1,rafael-scarpelli,v7,0.9665831245
Rice,tree,acc,rafael-scarpelli,v7,0.9333333333
Rice,tree,f1,rafael-scarpelli,v7,0.9326599327
Mushroom,perceptron,f1,renato-augusto-v2,v7,0.9835992908
Mushroom,perceptron,acc,renato-augusto-v2,v7,0.9835992908
Mushroom,svm,f1,renato-augusto-v2,v7,0.9725177305
Mushroom,svm,acc,renato-augusto-v2,v7,0.9725177305
Mushroom,bayes,f1,renato-augusto-v2,v7,0.6586879433
Mushroom,bayes,acc,renato-augusto-v2,v7,0.6586879433
Mushroom,tree,f1,renato-augusto-v2,v7,1.0
Mushroom,tree,acc,renato-augusto-v2,v7,1.0
Mushroom,knn,f1,renato-augusto-v2,v7,1.0
Mushroom,knn,acc,renato-augusto-v2,v7,1.0
car.csv,perceptron,f1,romulo-jordao,v7,0.6767937549
car.csv,perceptron,acc,romulo-jordao,v7,0.8497109827
car.csv,svm,f1,romulo-jordao,v7,0.8887130588
car.csv,svm,acc,romulo-jordao,v7,0.9595375723
car.csv,bayes,f1,romulo-jordao,v7,0.6948672747
car.csv,bayes,acc,romulo-jordao,v7,0.774566474
car.csv,knn,f1,romulo-jordao,v7,0.4766462891
car.csv,knn,acc,romulo-jordao,v7,0.8323699422
car.csv,tree,f1,romulo-jordao,v7,0.9199171187
car.csv,tree,acc,romulo-jordao,v7,0.9710982659
mushroom,perceptron,acc,thalles--barros,v7,0.8516009852
mushroom,perceptron,f1,thalles--barros,v7,0.7494351818
mushroom,svm,acc,thalles--barros,v7,1.0
mushroom,svm,f1,thalles--barros,v7,1.0
mushroom,bayes,acc,thalles--barros,v7,0.5443349754
mushroom,bayes,f1,thalles--barros,v7,0.4818391915
mushroom,tree,acc,thalles--barros,v7,1.0
mushroom,tree,f1,thalles--barros,v7,1.0
mushroom,knn,acc,thalles--barros,v7,0.9993842365
mushroom,knn,f1,thalles--barros,v7,0.998471315
dataset_name,classifier_name,metric,vitor--garcia,v7,
agaricus-lepiota,perceptron,f1,vitor--garcia,v7,0.8474025974
agaricus-lepiota,perceptron,acc,vitor--garcia,v7,0.8723404255
agaricus-lepiota,svm,f1,vitor--garcia,v7,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v7,1.0
agaricus-lepiota,bayes,f1,vitor--garcia,v7,0.6058629587
agaricus-lepiota,bayes,acc,vitor--garcia,v7,0.7234042553
agaricus-lepiota,tree,f1,vitor--garcia,v7,1.0
agaricus-lepiota,tree,acc,vitor--garcia,v7,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v7,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v7,1.0
Car Evaluation,perceptron,acc,vitor-oliveira,v7,0.7514450867
Car Evaluation,perceptron,f1,vitor-oliveira,v7,0.1791044776
Car Evaluation,svm,acc,vitor-oliveira,v7,0.8612716763
Car Evaluation,svm,f1,vitor-oliveira,v7,0.7014925373
Car Evaluation,bayes,acc,vitor-oliveira,v7,0.7601156069
Car Evaluation,bayes,f1,vitor-oliveira,v7,0.6744186047
Car Evaluation,tree,acc,vitor-oliveira,v7,0.9624277457
Car Evaluation,tree,f1,vitor-oliveira,v7,0.9323308271
Car Evaluation,knn,acc,vitor-oliveira,v7,0.8815028902
Car Evaluation,knn,f1,vitor-oliveira,v7,0.8366013072
bank,perceptron,f1,ana--beatriz,v8,0.6740435996
bank,perceptron,acc,ana--beatriz,v8,0.8650442478
bank,svm,f1,ana--beatriz,v8,0.4654050857
bank,svm,acc,ana--beatriz,v8,0.8705752212
bank,bayes,f1,ana--beatriz,v8,0.6473736705
bank,bayes,acc,ana--beatriz,v8,0.8252212389
bank,tree,f1,ana--beatriz,v8,0.7096348012
bank,tree,acc,ana--beatriz,v8,0.8827433628
bank,knn,f1,ana--beatriz,v8,0.5156892697
bank,knn,acc,ana--beatriz,v8,0.8661504425
glass_identification,perceptron,f1,andrey--jodar,v8,0.3896445695
glass_identification,perceptron,acc,andrey--jodar,v8,0.4761904762
glass_identification,svm,f1,andrey--jodar,v8,0.2499597424
glass_identification,svm,acc,andrey--jodar,v8,0.4047619048
glass_identification,bayes,f1,andrey--jodar,v8,0.536754386
glass_identification,bayes,acc,andrey--jodar,v8,0.4285714286
glass_identification,tree,f1,andrey--jodar,v8,0.7816541353
glass_identification,tree,acc,andrey--jodar,v8,0.7142857143
glass_identification,knn,f1,andrey--jodar,v8,0.4643997446
glass_identification,knn,acc,andrey--jodar,v8,0.6904761905
spambase,perceptron,f1,arthur--heiji,v8,0.8951181392
spambase,perceptron,acc,arthur--heiji,v8,0.8989130435
spambase,svm,f1,arthur--heiji,v8,0.9161373928
spambase,svm,acc,arthur--heiji,v8,0.9195652174
spambase,bayes,f1,arthur--heiji,v8,0.7923361007
spambase,bayes,acc,arthur--heiji,v8,0.7923913043
spambase,tree,f1,arthur--heiji,v8,0.9119967036
spambase,tree,acc,arthur--heiji,v8,0.9152173913
spambase,knn,f1,arthur--heiji,v8,0.8990918513
spambase,knn,acc,arthur--heiji,v8,0.9032608696
winequality-red,perceptron,acc,arthur-hydeki,v8,0.8330288879
winequality-red,perceptron,f1,arthur-hydeki,v8,0.8385016344
winequality-red,svm,acc,arthur-hydeki,v8,0.898399931
winequality-red,svm,f1,arthur-hydeki,v8,0.916420438
winequality-red,bayes,acc,arthur-hydeki,v8,0.8750604343
winequality-red,bayes,f1,arthur-hydeki,v8,0.8036695596
winequality-red,knn,acc,arthur-hydeki,v8,0.8244312704
winequality-red,knn,f1,arthur-hydeki,v8,0.8357183722
winequality-red,tree,acc,arthur-hydeki,v8,0.8033575607
winequality-red,tree,f1,arthur-hydeki,v8,0.6968236404
insurance,perceptron,acc,arthur-protazio,v8,0.8544776119
insurance,perceptron,f1,arthur-protazio,v8,0.8517629717
insurance,tree,acc,arthur-protazio,v8,0.8246268657
insurance,tree,f1,arthur-protazio,v8,0.8263229681
insurance,tree,acc,arthur-protazio,v8,0.9067164179
insurance,tree,f1,arthur-protazio,v8,0.9059512316
insurance,knn,acc,arthur-protazio,v8,0.8208955224
insurance,knn,f1,arthur-protazio,v8,0.8169613198
insurance,svm,acc,arthur-protazio,v8,0.9104477612
insurance,svm,f1,arthur-protazio,v8,0.9088209035
column_2C.csv,perceptron,f1,eduardo-barbeiro,v8,0.766387277
column_2C.csv,perceptron,acc,eduardo-barbeiro,v8,0.7741935484
column_2C.csv,svm,f1,eduardo-barbeiro,v8,0.4816993464
column_2C.csv,svm,acc,eduardo-barbeiro,v8,0.6451612903
column_2C.csv,bayes,f1,eduardo-barbeiro,v8,0.7347763348
column_2C.csv,bayes,acc,eduardo-barbeiro,v8,0.7419354839
column_2C.csv,tree,f1,eduardo-barbeiro,v8,0.712719692
column_2C.csv,tree,acc,eduardo-barbeiro,v8,0.7258064516
column_2C.csv,knn,f1,eduardo-barbeiro,v8,0.7673992674
column_2C.csv,knn,acc,eduardo-barbeiro,v8,0.7741935484
Automobile,perceptron,f1,eduardo-cavazin,v8,0.5356364768
Automobile,perceptron,acc,eduardo-cavazin,v8,0.6129032258
Automobile,svm,f1,eduardo-cavazin,v8,0.2475524476
Automobile,svm,acc,eduardo-cavazin,v8,0.4838709677
Automobile,bayes,f1,eduardo-cavazin,v8,0.4596425796
Automobile,bayes,acc,eduardo-cavazin,v8,0.5161290323
Automobile,tree,f1,eduardo-cavazin,v8,0.8165800866
Automobile,tree,acc,eduardo-cavazin,v8,0.8387096774
Automobile,knn,f1,eduardo-cavazin,v8,0.373015873
Automobile,knn,acc,eduardo-cavazin,v8,0.5161290323
accelerator-mobile,perceptron,f1,gregory--soares,v8,0.495
accelerator-mobile,perceptron,acc,gregory--soares,v8,0.981
accelerator-mobile,svm,f1,gregory--soares,v8,0.8
accelerator-mobile,svm,acc,gregory--soares,v8,0.987
accelerator-mobile,bayes,f1,gregory--soares,v8,0.495
accelerator-mobile,bayes,acc,gregory--soares,v8,0.981
accelerator-mobile,tree,f1,gregory--soares,v8,0.922
accelerator-mobile,tree,acc,gregory--soares,v8,0.994
accelerator-mobile,knn,f1,gregory--soares,v8,0.831
accelerator-mobile,knn,acc,gregory--soares,v8,0.987
iris,perceptron,acc,gustavo--cruz-v2,v8,0.7
iris,perceptron,f1,gustavo--cruz-v2,v8,0.6996662959
iris,svm,acc,gustavo--cruz-v2,v8,0.3333333333
iris,svm,f1,gustavo--cruz-v2,v8,0.25
iris,bayes,acc,gustavo--cruz-v2,v8,0.9666666667
iris,bayes,f1,gustavo--cruz-v2,v8,0.9657142857
iris,tree,acc,gustavo--cruz-v2,v8,0.7
iris,tree,f1,gustavo--cruz-v2,v8,0.4117647059
iris,knn,acc,gustavo--cruz-v2,v8,1.0
iris,knn,f1,gustavo--cruz-v2,v8,1.0
garments-workers,perceptron,acc,isaque--cruz,v8,0.7737556561
garments-workers,perceptron,f1,isaque--cruz,v8,0.6108058608
garments-workers,svm,acc,isaque--cruz,v8,0.721719457
garments-workers,svm,f1,isaque--cruz,v8,0.4345062878
garments-workers,bayes,acc,isaque--cruz,v8,0.8009049774
garments-workers,bayes,f1,isaque--cruz,v8,0.7004036109
garments-workers,tree,acc,isaque--cruz,v8,0.8054298643
garments-workers,tree,f1,isaque--cruz,v8,0.754063147
garments-workers,knn,acc,isaque--cruz,v8,0.778280543
garments-workers,knn,f1,isaque--cruz,v8,0.7152136752
wine,perceptron,acc,larissa-v2,v8,0.9444444444
wine,perceptron,f1,larissa-v2,v8,0.9487179487
wine,svm,acc,larissa-v2,v8,1.0
wine,svm,f1,larissa-v2,v8,1.0
wine,bayes,acc,larissa-v2,v8,0.9722222222
wine,bayes,f1,larissa-v2,v8,0.9740129935
wine,knn,acc,larissa-v2,v8,1.0
wine,knn,f1,larissa-v2,v8,1.0
wine,tree,acc,larissa-v2,v8,0.8611111111
wine,tree,f1,larissa-v2,v8,0.8646066577
tic-tac-toe,perceptron,f1,leandro-menoni,v8,0.47
tic-tac-toe,perceptron,acc,leandro-menoni,v8,0.66
tic-tac-toe,svm,f1,leandro-menoni,v8,0.42
tic-tac-toe,svm,acc,leandro-menoni,v8,0.64
tic-tac-toe,bayes,f1,leandro-menoni,v8,0.58
tic-tac-toe,bayes,acc,leandro-menoni,v8,0.7
tic-tac-toe,tree,f1,leandro-menoni,v8,0.93
tic-tac-toe,tree,acc,leandro-menoni,v8,0.94
tic-tac-toe,knn,f1,leandro-menoni,v8,0.8
tic-tac-toe,knn,acc,leandro-menoni,v8,0.83
wine-white,tree,acc,lucas-v2,v8,0.7865168539
wine-white,tree,f1,lucas-v2,v8,0.7576264782
wine-white,knn,acc,lucas-v2,v8,0.7660878447
wine-white,knn,f1,lucas-v2,v8,0.7235571558
wine-white,bayes,acc,lucas-v2,v8,0.6935648621
wine-white,bayes,f1,lucas-v2,v8,0.6566518588
wine-white,perceptron,acc,lucas-v2,v8,0.7344228805
wine-white,perceptron,f1,lucas-v2,v8,0.7204331781
wine-white,svm,acc,lucas-v2,v8,0.7323799796
wine-white,svm,f1,lucas-v2,v8,0.6255022543
data.csv,perceptron,acc,luiz-miguel-silva,v8,0.7275
data.csv,perceptron,f1,luiz-miguel-silva,v8,0.6399687935
data.csv,svm,acc,luiz-miguel-silva,v8,0.755
data.csv,svm,f1,luiz-miguel-silva,v8,0.6505172707
data.csv,bayes,acc,luiz-miguel-silva,v8,0.665
data.csv,bayes,f1,luiz-miguel-silva,v8,0.5698845161
data.csv,knn,acc,luiz-miguel-silva,v8,0.6975
data.csv,knn,f1,luiz-miguel-silva,v8,0.6270438003
data.csv,tree,acc,luiz-miguel-silva,v8,0.67
data.csv,tree,f1,luiz-miguel-silva,v8,0.6151832144
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v8,0.9571428571
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v8,0.9571428571
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v8,0.9571428571
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v8,0.9571428571
breast-cancer-wisconsin.csv,bayes,acc,mateus--raskoski,v8,0.95
breast-cancer-wisconsin.csv,bayes,f1,mateus--raskoski,v8,0.9503432111
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v8,0.9714285714
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v8,0.9714285714
breast-cancer-wisconsin.csv,tree,acc,mateus--raskoski,v8,0.9357142857
breast-cancer-wisconsin.csv,tree,f1,mateus--raskoski,v8,0.9351930802
iris,perceptron,acc,pablo-v2,v8,0.7666666667
iris,perceptron,f1,pablo-v2,v8,0.7340930674
iris,svm,acc,pablo-v2,v8,1.0
iris,svm,f1,pablo-v2,v8,1.0
iris,bayes,acc,pablo-v2,v8,0.9666666667
iris,bayes,f1,pablo-v2,v8,0.9665831245
iris,knn,acc,pablo-v2,v8,1.0
iris,knn,f1,pablo-v2,v8,1.0
iris,tree,acc,pablo-v2,v8,1.0
iris,tree,f1,pablo-v2,v8,1.0
bank,perceptron,acc,rafael-leonardo,v8,0.7933050324
bank,perceptron,f1,rafael-leonardo,v8,0.5024362159
bank,svm,acc,rafael-leonardo,v8,0.7707879124
bank,svm,f1,rafael-leonardo,v8,0.639796399
bank,bayes,acc,rafael-leonardo,v8,0.8161086518
bank,bayes,f1,rafael-leonardo,v8,0.6221967743
bank,knn,acc,rafael-leonardo,v8,0.6372395949
bank,knn,f1,rafael-leonardo,v8,0.6151973794
bank,tree,acc,rafael-leonardo,v8,0.8475936549
bank,tree,f1,rafael-leonardo,v8,0.7524368236
Rice,perceptron,acc,rafael-scarpelli,v8,0.9
Rice,perceptron,f1,rafael-scarpelli,v8,0.8976982097
Rice,svm,acc,rafael-scarpelli,v8,0.9666666667
Rice,svm,f1,rafael-scarpelli,v8,0.9665831245
Rice,bayes,acc,rafael-scarpelli,v8,0.9
Rice,bayes,f1,rafael-scarpelli,v8,0.8976982097
Rice,knn,acc,rafael-scarpelli,v8,0.9666666667
Rice,knn,f1,rafael-scarpelli,v8,0.9665831245
Rice,tree,acc,rafael-scarpelli,v8,0.9333333333
Rice,tree,f1,rafael-scarpelli,v8,0.9333333333
Mushroom,perceptron,f1,renato-augusto-v2,v8,0.9559692671
Mushroom,perceptron,acc,renato-augusto-v2,v8,0.9559692671
Mushroom,svm,f1,renato-augusto-v2,v8,0.9725177305
Mushroom,svm,acc,renato-augusto-v2,v8,0.9725177305
Mushroom,bayes,f1,renato-augusto-v2,v8,0.6586879433
Mushroom,bayes,acc,renato-augusto-v2,v8,0.6586879433
Mushroom,tree,f1,renato-augusto-v2,v8,1.0
Mushroom,tree,acc,renato-augusto-v2,v8,1.0
Mushroom,knn,f1,renato-augusto-v2,v8,1.0
Mushroom,knn,acc,renato-augusto-v2,v8,1.0
car.csv,perceptron,f1,romulo-jordao,v8,0.7006526842
car.csv,perceptron,acc,romulo-jordao,v8,0.8724637681
car.csv,svm,f1,romulo-jordao,v8,0.9264256879
car.csv,svm,acc,romulo-jordao,v8,0.9652173913
car.csv,bayes,f1,romulo-jordao,v8,0.7528569688
car.csv,bayes,acc,romulo-jordao,v8,0.8028985507
car.csv,knn,f1,romulo-jordao,v8,0.4820584262
car.csv,knn,acc,romulo-jordao,v8,0.8347826087
car.csv,tree,f1,romulo-jordao,v8,0.9275769632
car.csv,tree,acc,romulo-jordao,v8,0.9710144928
mushroom,perceptron,acc,thalles--barros,v8,0.7253694581
mushroom,perceptron,f1,thalles--barros,v8,0.724734465
mushroom,svm,acc,thalles--barros,v8,0.9993842365
mushroom,svm,f1,thalles--barros,v8,0.9993147931
mushroom,bayes,acc,thalles--barros,v8,0.8713054187
mushroom,bayes,f1,thalles--barros,v8,0.8572859969
mushroom,tree,acc,thalles--barros,v8,1.0
mushroom,tree,f1,thalles--barros,v8,1.0
mushroom,knn,acc,thalles--barros,v8,0.9993842365
mushroom,knn,f1,thalles--barros,v8,0.9993147931
dataset_name,classifier_name,metric,vitor--garcia,v8,
agaricus-lepiota,perceptron,f1,vitor--garcia,v8,0.8677354819
agaricus-lepiota,perceptron,acc,vitor--garcia,v8,0.8856382979
agaricus-lepiota,svm,f1,vitor--garcia,v8,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v8,1.0
agaricus-lepiota,bayes,f1,vitor--garcia,v8,0.6325531441
agaricus-lepiota,bayes,acc,vitor--garcia,v8,0.7313829787
agaricus-lepiota,tree,f1,vitor--garcia,v8,1.0
agaricus-lepiota,tree,acc,vitor--garcia,v8,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v8,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v8,1.0
Car Evaluation,perceptron,acc,vitor-oliveira,v8,0.7514450867
Car Evaluation,perceptron,f1,vitor-oliveira,v8,0.1791044776
Car Evaluation,svm,acc,vitor-oliveira,v8,0.8612716763
Car Evaluation,svm,f1,vitor-oliveira,v8,0.7014925373
Car Evaluation,bayes,acc,vitor-oliveira,v8,0.7601156069
Car Evaluation,bayes,f1,vitor-oliveira,v8,0.6744186047
Car Evaluation,tree,acc,vitor-oliveira,v8,0.9624277457
Car Evaluation,tree,f1,vitor-oliveira,v8,0.9323308271
Car Evaluation,knn,acc,vitor-oliveira,v8,0.8815028902
Car Evaluation,knn,f1,vitor-oliveira,v8,0.8366013072
bank,perceptron,f1,ana--beatriz,v9,0.675374062
bank,perceptron,acc,ana--beatriz,v9,0.8705752212
bank,svm,f1,ana--beatriz,v9,0.4697947214
bank,svm,acc,ana--beatriz,v9,0.8860619469
bank,bayes,f1,ana--beatriz,v9,0.6484036797
bank,bayes,acc,ana--beatriz,v9,0.8473451327
bank,tree,f1,ana--beatriz,v9,0.6838687116
bank,tree,acc,ana--beatriz,v9,0.8838495575
bank,knn,f1,ana--beatriz,v9,0.5302029836
bank,knn,acc,ana--beatriz,v9,0.8871681416
glass_identification,perceptron,f1,andrey--jodar,v9,0.3795508274
glass_identification,perceptron,acc,andrey--jodar,v9,0.4285714286
glass_identification,svm,f1,andrey--jodar,v9,0.2516339869
glass_identification,svm,acc,andrey--jodar,v9,0.4047619048
glass_identification,bayes,f1,andrey--jodar,v9,0.4222222222
glass_identification,bayes,acc,andrey--jodar,v9,0.5
glass_identification,tree,f1,andrey--jodar,v9,0.6789321789
glass_identification,tree,acc,andrey--jodar,v9,0.7142857143
glass_identification,knn,f1,andrey--jodar,v9,0.4887218045
glass_identification,knn,acc,andrey--jodar,v9,0.6904761905
spambase,perceptron,f1,arthur--heiji,v9,0.8844546258
spambase,perceptron,acc,arthur--heiji,v9,0.8913043478
spambase,svm,f1,arthur--heiji,v9,0.9392767023
spambase,svm,acc,arthur--heiji,v9,0.9434782609
spambase,bayes,f1,arthur--heiji,v9,0.8368825593
spambase,bayes,acc,arthur--heiji,v9,0.8391304348
spambase,tree,f1,arthur--heiji,v9,0.932016471
spambase,tree,acc,arthur--heiji,v9,0.9369565217
spambase,knn,f1,arthur--heiji,v9,0.9090263692
spambase,knn,acc,arthur--heiji,v9,0.9152173913
winequality-red,perceptron,acc,arthur-hydeki,v9,0.8774804907
winequality-red,perceptron,f1,arthur-hydeki,v9,0.720440084
winequality-red,svm,acc,arthur-hydeki,v9,0.9130137103
winequality-red,svm,f1,arthur-hydeki,v9,0.9714212041
winequality-red,bayes,acc,arthur-hydeki,v9,0.8752575168
winequality-red,bayes,f1,arthur-hydeki,v9,0.7914096774
winequality-red,knn,acc,arthur-hydeki,v9,0.8224010339
winequality-red,knn,f1,arthur-hydeki,v9,0.7330101495
winequality-red,tree,acc,arthur-hydeki,v9,0.7958053577
winequality-red,tree,f1,arthur-hydeki,v9,0.8269565054
insurance,perceptron,acc,arthur-protazio,v9,0.8395522388
insurance,perceptron,f1,arthur-protazio,v9,0.8388994681
insurance,tree,acc,arthur-protazio,v9,0.8358208955
insurance,tree,f1,arthur-protazio,v9,0.8361253743
insurance,tree,acc,arthur-protazio,v9,0.8880597015
insurance,tree,f1,arthur-protazio,v9,0.8876108399
insurance,knn,acc,arthur-protazio,v9,0.8097014925
insurance,knn,f1,arthur-protazio,v9,0.806667009
insurance,svm,acc,arthur-protazio,v9,0.8843283582
insurance,svm,f1,arthur-protazio,v9,0.8840126905
column_2C.csv,perceptron,f1,eduardo-barbeiro,v9,0.7971482378
column_2C.csv,perceptron,acc,eduardo-barbeiro,v9,0.8225806452
column_2C.csv,svm,f1,eduardo-barbeiro,v9,0.543120474
column_2C.csv,svm,acc,eduardo-barbeiro,v9,0.7419354839
column_2C.csv,bayes,f1,eduardo-barbeiro,v9,0.8344877345
column_2C.csv,bayes,acc,eduardo-barbeiro,v9,0.8709677419
column_2C.csv,tree,f1,eduardo-barbeiro,v9,0.6980539862
column_2C.csv,tree,acc,eduardo-barbeiro,v9,0.7903225806
column_2C.csv,knn,f1,eduardo-barbeiro,v9,0.7361795293
column_2C.csv,knn,acc,eduardo-barbeiro,v9,0.7580645161
Automobile,perceptron,f1,eduardo-cavazin,v9,0.4348208249
Automobile,perceptron,acc,eduardo-cavazin,v9,0.5483870968
Automobile,svm,f1,eduardo-cavazin,v9,0.2264957265
Automobile,svm,acc,eduardo-cavazin,v9,0.5483870968
Automobile,bayes,f1,eduardo-cavazin,v9,0.5422077922
Automobile,bayes,acc,eduardo-cavazin,v9,0.5483870968
Automobile,tree,f1,eduardo-cavazin,v9,0.8288429407
Automobile,tree,acc,eduardo-cavazin,v9,0.8387096774
Automobile,knn,f1,eduardo-cavazin,v9,0.3424723425
Automobile,knn,acc,eduardo-cavazin,v9,0.5483870968
accelerator-mobile,perceptron,f1,gregory--soares,v9,0.496
accelerator-mobile,perceptron,acc,gregory--soares,v9,0.984
accelerator-mobile,svm,f1,gregory--soares,v9,0.799
accelerator-mobile,svm,acc,gregory--soares,v9,0.989
accelerator-mobile,bayes,f1,gregory--soares,v9,0.496
accelerator-mobile,bayes,acc,gregory--soares,v9,0.984
accelerator-mobile,tree,f1,gregory--soares,v9,0.933
accelerator-mobile,tree,acc,gregory--soares,v9,0.996
accelerator-mobile,knn,f1,gregory--soares,v9,0.803
accelerator-mobile,knn,acc,gregory--soares,v9,0.987
iris,perceptron,acc,gustavo--cruz-v2,v9,0.9
iris,perceptron,f1,gustavo--cruz-v2,v9,0.4736842105
iris,svm,acc,gustavo--cruz-v2,v9,1.0
iris,svm,f1,gustavo--cruz-v2,v9,1.0
iris,bayes,acc,gustavo--cruz-v2,v9,0.9666666667
iris,bayes,f1,gustavo--cruz-v2,v9,0.6470588235
iris,tree,acc,gustavo--cruz-v2,v9,0.8333333333
iris,tree,f1,gustavo--cruz-v2,v9,0.4545454545
iris,knn,acc,gustavo--cruz-v2,v9,0.9666666667
iris,knn,f1,gustavo--cruz-v2,v9,0.9663299663
garments-workers,perceptron,acc,isaque--cruz,v9,0.778280543
garments-workers,perceptron,f1,isaque--cruz,v9,0.6296638282
garments-workers,svm,acc,isaque--cruz,v9,0.7556561086
garments-workers,svm,f1,isaque--cruz,v9,0.4641702586
garments-workers,bayes,acc,isaque--cruz,v9,0.7737556561
garments-workers,bayes,f1,isaque--cruz,v9,0.6108058608
garments-workers,tree,acc,isaque--cruz,v9,0.7805429864
garments-workers,tree,f1,isaque--cruz,v9,0.6876962188
garments-workers,knn,acc,isaque--cruz,v9,0.7895927602
garments-workers,knn,f1,isaque--cruz,v9,0.7194570136
wine,perceptron,acc,larissa-v2,v9,0.9714285714
wine,perceptron,f1,larissa-v2,v9,0.9726327313
wine,svm,acc,larissa-v2,v9,1.0
wine,svm,f1,larissa-v2,v9,1.0
wine,bayes,acc,larissa-v2,v9,0.9714285714
wine,bayes,f1,larissa-v2,v9,0.9726327313
wine,knn,acc,larissa-v2,v9,1.0
wine,knn,f1,larissa-v2,v9,1.0
wine,tree,acc,larissa-v2,v9,0.8857142857
wine,tree,f1,larissa-v2,v9,0.8870509607
tic-tac-toe,perceptron,f1,leandro-menoni,v9,0.53
tic-tac-toe,perceptron,acc,leandro-menoni,v9,0.63
tic-tac-toe,svm,f1,leandro-menoni,v9,0.45
tic-tac-toe,svm,acc,leandro-menoni,v9,0.66
tic-tac-toe,bayes,f1,leandro-menoni,v9,0.58
tic-tac-toe,bayes,acc,leandro-menoni,v9,0.71
tic-tac-toe,tree,f1,leandro-menoni,v9,0.92
tic-tac-toe,tree,acc,leandro-menoni,v9,0.93
tic-tac-toe,knn,f1,leandro-menoni,v9,0.84
tic-tac-toe,knn,acc,leandro-menoni,v9,0.86
wine-white,tree,acc,lucas-v2,v9,0.759959142
wine-white,tree,f1,lucas-v2,v9,0.7291890562
wine-white,knn,acc,lucas-v2,v9,0.7609805924
wine-white,knn,f1,lucas-v2,v9,0.7309656235
wine-white,bayes,acc,lucas-v2,v9,0.7170582227
wine-white,bayes,f1,lucas-v2,v9,0.6846140874
wine-white,perceptron,acc,lucas-v2,v9,0.6567926456
wine-white,perceptron,f1,lucas-v2,v9,0.444741533
wine-white,svm,acc,lucas-v2,v9,0.7129724208
wine-white,svm,f1,lucas-v2,v9,0.6105824015
data.csv,perceptron,acc,luiz-miguel-silva,v9,0.7025
data.csv,perceptron,f1,luiz-miguel-silva,v9,0.6216109769
data.csv,svm,acc,luiz-miguel-silva,v9,0.7025
data.csv,svm,f1,luiz-miguel-silva,v9,0.5645571858
data.csv,bayes,acc,luiz-miguel-silva,v9,0.655
data.csv,bayes,f1,luiz-miguel-silva,v9,0.5501327107
data.csv,knn,acc,luiz-miguel-silva,v9,0.67
data.csv,knn,f1,luiz-miguel-silva,v9,0.5904093586
data.csv,tree,acc,luiz-miguel-silva,v9,0.665
data.csv,tree,f1,luiz-miguel-silva,v9,0.605823429
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v9,0.9714285714
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v9,0.9715555556
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v9,0.9857142857
